Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Страница 5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Мучные и крупяные изделия;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112213;;;;Калина зам. Россия 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;шт;;;289,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112215;;;;Кизил зам. Россия 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;шт;;;359,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114379;;;;Клубника зам. Smart Chef 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;189,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115774;;;;Клубника зам. Египет ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;154,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;32307;;;;Клюква лесная зам. ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;629,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114381;;;;Клюква лесная зам. Smart Сhef 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;699,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114380;;;;Клюква садовая зам. Smart Chef 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;449,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;80788;;;;Клюква садовая крупная зам. ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;429,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115669;;;;Компотная смесь зам. Smart Chef 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;169,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;94781;;;;Компотная смесь зам. Россия ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;139,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111317;;;;Компотная смесь зам. Россия 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;89,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115631;;;;Крыжовник зам.~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;159,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;54394;;;;Крыжовник Замороженный Россия 1кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;179,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;54394;;;;Крыжовник Замороженный Россия 1кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;179,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;104827;;;;Малина Грис зам. ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;329,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;38274;;;;Малина зам. ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;359,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115673;;;;Малина зам. Smart Chef 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;389,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116321;;;;Малина зам. Китай ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;339,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111314;;;;Малина зам. Россия 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;449,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112216;;;;Морошка зам. Россия 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;1;;;шт;;;2899,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;54391;;;;Облепиха зам. ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;289,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;54391;;;;Облепиха зам. ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;289,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114382;;;;Облепиха зам. Smart Сhef 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;1;;;шт;;;289,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103394;;;;Слива б/к зам. ~ 10 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;10;;;кг;;;189,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110069;;;;Булочка для гамбургера 125 мм Колибри 80 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;51;;;шт;;;15,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112257;;;;Булочка для гамбургера бриошь Гипфель 89 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;30;;;шт;;;9,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115182;;;;Булочка для гамбургера Импринт с кунжутом 100 мм Багерстат Рус 63 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;14,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103600;;;;Булочка для гамбургера Картофельная 100 мм Багерстат Рус 52 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;18,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103599;;;;Булочка для гамбургера Картофельная 125 мм Багерстат Рус 80 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;25,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103601;;;;Булочка для гамбургера Мультизлаковая 125 мм Багерстат Рус 87 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;25,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;99208;;;;Булочка для гамбургера оригинальная бриошь 100 мм Багерстат Рус 55 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;19,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103033;;;;Булочка для гамбургера оригинальная бриошь 125 мм Лантманнен Юнибэйк 84 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;27,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103033;;;;Булочка для гамбургера оригинальная бриошь 125 мм Лантманнен Юнибэйк 84 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;27,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;109718;;;;Булочка для гамбургера оригинальная бриошь XL100 мм Багерстат Рус 60 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;19,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111596;;;;Булочка для гамбургера оригинальная бриошь XL125 мм Багерстат Рус 89 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;28,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112256;;;;Булочка для гамбургера оригинальная картофельная Гипфель 55 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;9,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112259;;;;Булочка для гамбургера ржано-пшеничная Гипфель 4,5 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;30;;;шт;;;15,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;53019;;;;Булочка для гамбургера с кунжутом 100 мм Багерстат Рус 52 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;13,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;53019;;;;Булочка для гамбургера с кунжутом 100 мм Багерстат Рус 52 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;13,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110068;;;;Булочка для гамбургера с кунжутом 100 мм Колибри 60 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;60;;;шт;;;14,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;54219;;;;Булочка для гамбургера с кунжутом 125 мм Багерстат Рус 82 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;21,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110066;;;;Булочка для гамбургера с кунжутом 125 мм Колибри 80 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;;;51;;;шт;;;17,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112258;;;;Булочка для гамбургера с кунжутом в глазури Гипфель 3,75 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;14,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114060;;;;Булочка для гамбургера с кунжутом вопер Гипфель;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;9,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103542;;;;Булочка для гамбургера Солнечная 114 мм Багерстат Рус;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;30;;;шт;;;21,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;94122;;;;Булочка для гамбургера темная с кунжутом 100 мм Колибри 60 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;60;;;шт;;;19,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;99257;;;;Булочка для гамбургера тройная с кунжутом 100 мм Багерстат Рус 75 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;21,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;53400;;;;Булочка для гамбургера черная с кунжутом 125 мм Багерстат Рус 89 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;29,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;99751;;;;Булочка для гамбургера Чили 125 мм Багерстат Рус 89 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;24;;;шт;;;32,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110067;;;;Булочка для датского хот-дога 160 мм Колибри 60 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;;72;;;шт;;;14,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;113915;;;;Лаваш тонкий бездрожжевой круглый 60 гр (Ø 35 см) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;;;шт;;;11,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;102885;;;;Минибагет Барра Хлебный дом 110 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;;;шт;;;29,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;99206;;;;Панини Багерстат Рус 100 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;36;;;шт;;;27,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116552;;;;Пекан кленовый с сиропом Сладофф 105 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;;;42;;;шт;;;44,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112497;;;;Пирожкок с клубникой Морозко 50 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;10,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112495;;;;Пирожок с яблоком Морозко 50 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;10,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111983;;;;Пончик с начинкой со вкусом банана Don Donut 65 гр ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;34,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111981;;;;Пончик с начинкой со вкусом карамели Don Donut 65 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;34,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111979;;;;Пончик с начинкой со вкусом клубники Don Donut 65 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;34,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111980;;;;Пончик с начинкой со вкусом черники Don Donut 65 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;34,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111982;;;;Пончик с начинкой со вкусом шоколад Don Donut 65 гр ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48;;;48;;;шт;;;34,19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;105023;;;;Пончики Берлинские без начинки 36 шт*60 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;36;;;шт;;;15,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101620;;;;Пончики Берлинские с вареной сгущенкой 36 шт*65 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;36;;;шт;;;20,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;106122;;;;Пончики Берлинские с клубничным джемом 36 шт;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;36;;;шт;;;20,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;101621;;;;Пончики Берлинские с кремом 36 шт*65 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;36;;;шт;;;20,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103535;;;;Пончики Берлинские с шоколадом 36 шт*65 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;36;;;шт;;;20,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110014;;;;Слойка с вишней Колибри 90 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;50;;;шт;;;28,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110015;;;;Слойка с малиной Колибри 90 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;50;;;шт;;;28,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115781;;;;Слойка с сыром Колибри 120 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;50;;;шт;;;25,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110016;;;;Слойка с черникой Колибри 90 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;50;;;шт;;;28,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112520;;;;Сочень с творогом зам. Морозко 60 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;;;96;;;шт;;;16,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;116314;;;;Сочень с творогом и черной смородиной Хлебный дом 80 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;53;;;53;;;шт;;;25,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114303;;;;Сочень с творогом Хлебный дом 110 гр;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;40;;;шт;;;35,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115388;;;;Улитка греческая с абрикосом (рулетик) ~ 6 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;6;;;кг;;;246,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;110011;;;;Улитка греческая с лимоном (рулетик) ~ 6 кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;6;;;кг;;;246,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;103827;;;;Улитка греческая с маковой начинкой (рулетик) ~ 6 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;6;;;кг;;;283,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Цены указаны на 27.01.2024 г.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;Код;;;;Наименование;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Кол-во в месте;;;Мин. партия отгрузки;;;Един. измерения;;;Цена;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Картофель фри;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;89574;;;;Картофель для жарки бланшированный 1 кг ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;99,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;33950;;;;Картофель фри 10 мм Farm Frites 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;749,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;33950;;;;Картофель фри 10 мм Farm Frites 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;749,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;89573;;;;Картофель фри 10 мм Байсад 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;384,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114454;;;;Картофель фри 11 мм в панировке Expert Fry Me 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;579,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;41176;;;;Картофель фри 12 мм волнистый Farm Frites 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;759,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114455;;;;Картофель фри 18 мм в панировке Expert Fry Me 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;689,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;100605;;;;Картофель фри 6 мм Triumph Fry Me 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;449,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;94612;;;;Картофель фри 6 мм Байсад Россия 2 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;299,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;114452;;;;Картофель фри 6 мм без панировки Standard Fry Me 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;549,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;115719;;;;Картофель фри 6 мм в панировке c кожурой Premium Fry Me 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;679,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112479;;;;Картофель фри 6 мм в панировке Expert Fry Me 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;599,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;111729;;;;Картофель фри 6 мм в панировке Premium Fry Me 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;1;;;шт;;;699,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;112250;;;;Картофель фри 7 мм Морозко Green 1 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;2;;;шт;;;139,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;95117;;;;Картофель фри 7 мм супер хрустящий Aviko 2,5 кг;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;шт;;;929,90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
